Country,Status,Year,Life expectancy,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP,Population, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling,BMI_Category,Region
Democratic Republic of the Congo,Developing,2000.0,51.3,346.0,226.0,1.98,0.0,39.199999999999996,8282.0,14.899999999999999,332.0,42.0,1.4500000000000002,4.0,2.5,100.41089058000034,44506873.8,12.4,12.3,0.2394,4.739999999999998,Underweight,Africa
Denmark,Developed,2015.0,86.0,71.0,0.0,9.222000000000001,0.0,94.6,9.0,58.8,0.0,93.0,8.714,93.0,0.10000000000000009,5314.64416,5683483.0,1.1,0.8999999999999999,0.923,19.2,Severe obesity,Europe
Denmark,Developed,2014.0,84.0,73.0,0.0,9.64,10468.76292,53.2,27.0,58.4,0.0,94.0,1.7999999999999998,94.0,0.10000000000000009,62425.5392,5643475.0,1.1,0.8999999999999999,0.926,19.2,Severe obesity,Europe
Denmark,Developed,2013.0,81.0,75.0,0.0,9.5,10261.763,73.8,17.0,58.1,0.0,94.0,11.25,94.0,0.10000000000000009,61191.19262999999,5614932.0,1.1,0.8999999999999999,0.924,18.7,Severe obesity,Europe
Denmark,Developed,2012.0,80.0,76.0,0.0,9.26,928.4170785,59.8,2.0,57.7,0.0,94.0,1.98,94.0,0.10000000000000009,5857.521,5591572.0,1.1,0.8999999999999999,0.922,18.4,Severe obesity,Europe
Denmark,Developed,2011.0,79.7,79.0,0.0,10.47,10251.10872,64.2,84.0,57.4,0.0,91.0,1.87,91.0,0.10000000000000009,61753.667,557572.0,1.1,0.8999999999999999,0.91,16.9,Severe obesity,Europe
Denmark,Developed,2010.0,79.2,84.0,0.0,10.28,954.4865933,11.400000000000006,5.0,57.0,0.0,9.0,11.8,9.0,0.10000000000000009,5841.41122,5547683.0,1.1,0.8999999999999999,0.906,16.8,Severe obesity,Europe
Denmark,Developed,2009.0,78.9,86.0,0.0,10.08,9765.616994,65.2,6.0,56.6,0.0,89.0,11.47,89.0,0.10000000000000009,58163.29359,552395.0,1.1,0.8999999999999999,0.906,16.8,Severe obesity,Europe
Denmark,Developed,2008.0,78.8,88.0,0.0,10.7,10761.18209,64.2,14.0,56.3,0.0,88.0,1.1799999999999997,88.0,0.10000000000000009,64322.6664,5493621.0,1.1,0.8999999999999999,0.906,16.8,Severe obesity,Europe
Denmark,Developed,2007.0,78.4,93.0,0.0,10.99,9703.068121,83.4,2.0,55.9,0.0,87.0,9.99,87.0,0.10000000000000009,58487.451,5461438.0,1.2000000000000002,0.8999999999999999,0.904,16.7,Severe obesity,Europe
Denmark,Developed,2006.0,78.1,93.0,0.0,11.02,850.9544783,88.6,27.0,55.4,0.0,93.0,9.92,93.0,0.10000000000000009,5226.99311,5437272.0,1.2000000000000002,0.8999999999999999,0.902,16.9,Severe obesity,Europe
Denmark,Developed,2005.0,78.1,92.0,0.0,11.28,7627.412444,90.2,2.0,55.0,0.0,93.0,9.77,93.0,0.10000000000000009,48799.82369999999,5419432.0,1.2000000000000002,1.0,0.897,16.6,Severe obesity,Europe
Denmark,Developed,2004.0,77.7,98.0,0.0,11.27,6948.839868,63.0,0.0,54.4,0.0,95.0,9.67,95.0,0.10000000000000009,46511.645699999994,544523.0,1.2000000000000002,1.0,0.893,16.5,Severe obesity,Europe
Denmark,Developed,2003.0,77.3,11.0,0.0,11.54,650.9813544,68.0,0.0,53.9,0.0,96.0,9.51,96.0,0.10000000000000009,4458.7764,539574.0,1.2000000000000002,1.0,0.882,16.3,Severe obesity,Europe
Denmark,Developed,2002.0,77.0,14.0,0.0,11.34,4801.546125,71.8,32.0,53.3,0.0,98.0,9.33,98.0,0.10000000000000009,33228.69291,5375931.0,1.2000000000000002,1.0,0.875,16.6,Severe obesity,Europe
Denmark,Developed,2001.0,77.0,12.0,0.0,11.56,530.4832336,50.6,11.0,52.8,0.0,97.0,9.1,97.0,0.10000000000000009,3751.64946,5358783.0,1.2999999999999998,1.0,0.862,16.2,Severe obesity,Europe
Denmark,Developed,2000.0,76.9,12.0,0.0,11.69,508.7496912,56.599999999999994,14.0,52.2,0.0,97.0,8.7,97.0,0.10000000000000009,3743.55917,5339616.0,1.2999999999999998,1.0,0.86,16.5,Severe obesity,Europe
Djibouti,Developing,2015.0,63.5,241.0,1.0,0.45199999999999996,0.0,84.0,47.0,35.0,0.9999999999999929,84.0,7.442,84.0,2.1,1862.1672739999995,927414.0,5.6,5.4,0.47,6.3,Obesity,Africa
Djibouti,Developing,2014.0,63.0,252.0,1.0,0.3799999999999999,24.732996550000053,78.0,0.0,34.4,0.9999999999999929,78.0,1.5700000000000003,78.0,2.1,174.9151099999999,912164.0,5.6,5.4,0.467,6.3,Obesity,Africa
Djibouti,Developing,2013.0,62.7,256.0,1.0,0.5300000000000002,229.44100950000006,82.0,28.0,33.8,2.0,82.0,9.14,82.0,2.1,1622.6379740000002,896688.0,5.6,5.4,0.464,6.3,Obesity,Africa
Djibouti,Developing,2012.0,62.2,263.0,1.0,0.5200000000000005,217.21257860000003,81.0,708.9999999999998,33.2,2.0,81.0,8.95,81.0,1.9,1536.1568500000003,881185.0,5.6,5.5,0.46,6.3,Obesity,Africa
Djibouti,Developing,2011.0,61.8,268.0,1.0,0.3899999999999997,20.359747380000044,87.0,49.0,32.7,2.0,87.0,8.71,87.0,2.7,143.98689800000102,865937.0,5.6,5.5,0.451,5.9,Obesity,Africa
Djibouti,Developing,2010.0,61.3,273.0,1.0,0.4400000000000004,187.49600969999995,88.0,7.0,32.2,2.0,88.0,8.84,88.0,3.1,1325.9972399999997,851146.0,5.6,5.6,0.441,5.5,Obesity,Africa
Djibouti,Developing,2009.0,69.0,279.0,1.0,0.4900000000000002,177.26716069999998,89.0,48.0,31.7,2.0,89.0,8.37,89.0,3.2,1253.6574309999996,83684.0,5.7,5.6,0.436,5.299999999999999,Obesity,Africa
Djibouti,Developing,2008.0,62.0,289.0,1.0,0.4900000000000002,171.76864490000003,88.0,143.0,31.3,2.0,89.0,8.5,89.0,3.3,1214.7711799999997,822934.0,5.7,5.6,0.427,5.000000000000001,Obesity,Africa
Djibouti,Developing,2007.0,59.8,296.0,1.0,0.4500000000000002,20.868787089999955,25.0,24.0,3.8999999999999986,2.0,88.0,7.72,88.0,3.5,147.5868959999998,8942.0,5.8,5.7,0.416,4.5,Underweight,Africa
Djibouti,Developing,2006.0,59.1,38.999999999999986,2.0,1.02,121.48120770000003,54.400000000000006,49.0,3.6000000000000014,2.0,72.0,7.5,72.0,3.7,965.6693778999997,79628.0,5.8,5.7,0.405,4.3,Underweight,Africa
Djibouti,Developing,2005.0,58.6,318.0,2.0,1.23,12.703259330000037,65.4,298.0,3.200000000000003,2.0,71.0,7.21,71.0,3.9000000000000004,94.72974889999932,783254.0,5.9,5.8,0.396,3.999999999999999,Underweight,Africa
Djibouti,Developing,2004.0,58.1,326.0,2.0,1.1799999999999997,106.03546589999996,75.4,71.0,29.8,2.0,64.0,6.76,64.0,4.0,864.1847259999995,77752.0,6.0,5.9,0.388,3.6999999999999993,Overweight,Africa
Djibouti,Developing,2003.0,58.0,325.0,2.0,1.02,94.13302875,49.0,37.0,29.4,2.0,68.0,6.22,68.0,4.2,819.9741180000001,758615.0,6.1,5.9,0.378,3.5,Overweight,Africa
Djibouti,Developing,2002.0,57.9,322.0,2.0,1.0300000000000002,13.466620039999952,56.6,50.0,29.0,2.0,62.0,5.45,62.0,4.3,792.1541200000001,746221.0,6.2,6.0,0.372,3.3000000000000007,Overweight,Africa
Djibouti,Developing,2001.0,57.7,323.0,2.0,0.9500000000000002,92.49789480000004,56.599999999999994,79.0,28.6,2.0,49.0,5.37,53.0,4.3,781.2322196000005,732711.0,6.3,6.1,0.363,2.9000000000000004,Overweight,Africa
Djibouti,Developing,2000.0,57.4,325.0,2.0,1.3399999999999999,91.95075900999996,61.8,183.0,28.2,2.0,46.0,5.75,46.0,4.1,768.1767669999999,717584.0,6.4,6.1,0.361,2.9000000000000004,Overweight,Africa
Dominican Republic,Developing,2015.0,73.9,152.0,6.0,4.46,0.0,81.0,0.0,58.89999999999999,7.0,87.0,7.6080000000000005,85.0,0.2999999999999998,6468.471648,1528394.0,3.3,3.2,0.718,13.2,Severe obesity,Americas
Dominican Republic,Developing,2014.0,73.6,154.0,6.0,5.92,1088.244952,89.0,0.0,57.9,7.0,9.0,4.38,91.0,0.2999999999999998,6268.692122,145844.0,3.3,3.2,0.712,13.2,Severe obesity,Americas
Dominican Republic,Developing,2013.0,73.4,157.0,6.0,5.93,97.52211537999995,8.0,0.0,56.8,7.0,82.0,4.12,83.0,0.2999999999999998,627.5554400000001,1281296.0,3.3,3.2,0.709,13.2,Severe obesity,Americas
Dominican Republic,Developing,2012.0,72.1,174.0,6.0,5.93,857.1307037,74.0,0.0,55.8,7.0,85.0,4.26,85.0,0.40000000000000013,5968.876767,115495.0,3.3,3.2,0.706,13.1,Severe obesity,Americas
Dominican Republic,Developing,2011.0,73.1,16.0,6.0,5.91,843.7876995,8.0,2.0,54.7,7.0,84.0,4.22,84.0,0.7,5759.643,12795.0,3.3,3.2,0.703,13.0,Severe obesity,Americas
Dominican Republic,Developing,2010.0,72.7,166.0,6.0,6.02,664.5585242,83.0,0.0,53.6,8.0,85.0,4.6,88.0,0.9,5451.6696,9897985.0,3.3,3.3,0.697,12.9,Severe obesity,Americas
Dominican Republic,Developing,2009.0,73.6,157.0,6.0,6.05,587.8828228,8.0,0.0,52.6,8.0,85.0,4.41,82.0,1.2,4952.67753,9767758.0,3.4,3.3,0.695,12.9,Severe obesity,Americas
Dominican Republic,Developing,2008.0,73.3,161.0,6.0,6.12,49.09241952000002,81.0,0.0,51.5,8.0,86.0,4.2,82.0,1.4,511.37936999999965,963652.0,3.4,3.3,0.692,12.8,Severe obesity,Americas
Dominican Republic,Developing,2007.0,72.9,164.0,6.0,6.05,74.82174880000002,81.0,0.0,5.399999999999999,8.0,86.0,4.34,85.0,1.6,4647.31359,954353.0,3.4,3.4,0.685,12.7,Underweight,Americas
Dominican Republic,Developing,2006.0,72.3,178.0,7.0,6.2,352.9551269,84.0,0.0,49.3,8.0,88.0,4.34,89.0,1.8,3836.468771,9371338.0,3.5,3.4,0.677,12.6,Severe obesity,Americas
Dominican Republic,Developing,2005.0,69.7,28.0,7.0,5.71,289.7418649,87.0,0.0,48.2,8.0,86.0,4.26,87.0,2.0,3681.5993,9237566.0,3.5,3.4,0.668,12.6,Severe obesity,Americas
Dominican Republic,Developing,2004.0,69.3,214.0,7.0,5.16,182.61625149999998,82.0,0.0,47.2,8.0,66.0,4.28,79.0,2.1,2421.9662,912998.0,3.6,3.5,0.666,12.5,Severe obesity,Americas
Dominican Republic,Developing,2003.0,73.0,22.0,7.0,6.32,293.0196601,79.0,0.0,46.1,8.0,65.0,5.53,79.0,2.3,2372.6288270000005,896776.0,3.6,3.5,0.665,12.4,Severe obesity,Americas
Dominican Republic,Developing,2002.0,71.4,189.0,7.0,6.43,4.673592269999972,63.0,0.0,45.1,8.0,74.0,5.79,82.0,2.4,38.46578000000045,8832285.0,3.7,3.6000000000000005,0.66,12.3,Severe obesity,Americas
Dominican Republic,Developing,2001.0,71.2,188.0,7.0,6.13,340.0239945,66.0,113.0,44.1,9.0,71.0,5.59,72.0,2.5,2862.1548359999997,8697126.0,3.8,3.6000000000000005,0.656,12.3,Severe obesity,Americas
Dominican Republic,Developing,2000.0,72.0,176.0,7.0,6.58,44.792478120000055,68.0,253.0,43.1,9.0,71.0,5.9,78.0,2.5,282.4241999999995,8562622.0,3.8,3.7,0.651,12.2,Severe obesity,Americas
Ecuador,Developing,2015.0,76.2,118.0,6.0,5.2059999999999995,0.0,78.0,0.0,54.2,7.0,84.0,6.59,78.0,0.10000000000000009,625.6222399999997,16144368.0,1.2000000000000002,1.1,0.739,14.0,Severe obesity,Americas
Ecuador,Developing,2014.0,76.0,121.0,6.0,3.82,79.11626340999999,83.0,0.0,53.5,7.0,84.0,9.16,83.0,0.10000000000000009,6432.216537,1593112.0,1.2000000000000002,1.1,0.737,14.0,Severe obesity,Americas
Ecuador,Developing,2013.0,76.0,121.0,6.0,3.77,59.128502039999944,87.0,0.0,52.8,8.0,87.0,7.29,87.0,0.10000000000000009,674.9829,15661547.0,1.2999999999999998,1.1,0.725,13.4,Severe obesity,Americas
Ecuador,Developing,2012.0,75.5,127.0,7.0,3.92,41.88087712000004,88.0,72.0,52.1,8.0,85.0,6.48,87.0,0.10000000000000009,572.1431300000004,15419666.0,1.2999999999999998,1.1999999999999997,0.717,13.3,Severe obesity,Americas
Ecuador,Developing,2011.0,75.3,131.0,7.0,3.99,344.7412164,88.0,257.0,51.4,8.0,85.0,5.92,88.0,0.10000000000000009,5223.351763,15177355.0,1.2999999999999998,1.1999999999999997,0.71,13.2,Severe obesity,Americas
Ecuador,Developing,2010.0,75.0,134.0,7.0,3.95,367.9285652,9.0,0.0,5.700000000000003,8.0,88.0,5.9,91.0,0.10000000000000009,4657.32361,1493469.0,1.2999999999999998,1.1999999999999997,0.703,13.1,Underweight,Americas
Ecuador,Developing,2009.0,75.1,137.0,7.0,3.87,282.1440066,91.0,0.0,5.0,8.0,91.0,5.58,94.0,0.10000000000000009,4255.56571,14691275.0,1.2999999999999998,1.1999999999999997,0.702,13.1,Underweight,Americas
Ecuador,Developing,2008.0,74.6,139.0,7.0,3.76,197.93030769999996,93.0,1.0,49.3,9.0,94.0,5.66,96.0,0.10000000000000009,4274.95265,14447562.0,1.2999999999999998,1.1999999999999997,0.698,13.0,Severe obesity,Americas
Ecuador,Developing,2007.0,74.7,14.0,7.0,3.63,19.604677870000046,94.0,0.0,48.6,9.0,95.0,5.94,96.0,0.19999999999999996,359.71885999999995,1425453.0,1.4,1.2999999999999998,0.696,12.9,Severe obesity,Americas
Ecuador,Developing,2006.0,74.4,144.0,8.0,3.52,19.139832840000054,96.0,0.0,47.9,9.0,92.0,5.86,96.0,0.2999999999999998,335.7865410000004,1396748.0,1.4,1.2999999999999998,0.693,12.8,Severe obesity,Americas
Ecuador,Developing,2005.0,74.2,151.0,8.0,3.54,18.09317113999998,92.0,0.0,47.2,9.0,89.0,5.87,92.0,0.2999999999999998,321.94254700000056,13735233.0,1.4,1.2999999999999998,0.688,12.8,Severe obesity,Americas
Ecuador,Developing,2004.0,74.4,148.0,8.0,3.65,16.37920405,88.0,0.0,46.5,9.0,9.0,6.22,88.0,0.2999999999999998,278.5578919999998,1359647.0,1.5,1.2999999999999998,0.682,12.7,Severe obesity,Americas
Ecuador,Developing,2003.0,74.4,151.0,8.0,3.69,18.261832809999987,82.0,0.0,45.8,10.0,97.0,6.46,87.0,0.2999999999999998,244.46897999999874,1328961.0,1.5,1.4,0.679,12.6,Severe obesity,Americas
Ecuador,Developing,2002.0,73.6,157.0,8.0,3.88,187.3843511,75.0,0.0,45.1,10.0,88.0,4.62,88.0,0.2999999999999998,2183.9667960000006,13726.0,1.5,1.4,0.675,12.5,Severe obesity,Americas
Ecuador,Developing,2001.0,73.4,158.0,9.0,4.13,14.58874030000004,69.0,2.0,44.3,10.0,9.0,3.86,89.0,0.2999999999999998,193.74157100000048,12852755.0,1.6,1.5,0.67,12.4,Severe obesity,Americas
Ecuador,Developing,2000.0,72.8,163.0,9.0,3.99,84.17527008000002,36.0,0.0,43.6,11.0,83.0,3.38,87.0,0.2999999999999998,1451.2977599999995,12628596.0,1.6,1.5,0.668,12.4,Severe obesity,Americas
Egypt,Developing,2015.0,79.0,159.0,51.0,4.666,0.0,93.0,5432.0,61.1,60.0,93.0,6.868,93.0,0.10000000000000009,2543.8135765999996,15311941.4,2.8,2.8,0.688,13.1,Severe obesity,Africa
Egypt,Developing,2014.0,78.0,161.0,53.0,0.20999999999999996,0.0,94.0,1314.0,6.200000000000003,62.0,94.0,5.64,94.0,0.10000000000000009,3905.7480471999993,1844664.5999999996,2.8,2.8,0.686,13.1,Underweight,Africa
Egypt,Developing,2013.0,79.0,159.0,54.0,0.20999999999999996,0.0,97.0,405.0,59.4,63.0,97.0,5.46,97.0,0.10000000000000009,3006.6797754,10811355.8,2.9,2.8,0.681,12.8,Severe obesity,Africa
Egypt,Developing,2012.0,72.0,165.0,54.0,0.23000000000000043,0.0,93.0,245.0,58.6,64.0,93.0,5.29,93.0,0.10000000000000009,5795.6522752,12969173.2,2.9,2.8,0.673,12.4,Severe obesity,Africa
Egypt,Developing,2011.0,74.0,168.0,55.0,0.21999999999999975,0.0,96.0,26.0,57.8,64.0,96.0,5.4,96.0,0.10000000000000009,3634.234602599999,30842641.4,2.9,2.9,0.671,12.4,Severe obesity,Africa
Egypt,Developing,2010.0,70.0,173.0,54.0,0.21999999999999975,0.0,97.0,16.0,57.0,64.0,97.0,4.8,97.0,0.10000000000000009,3052.2923326,16460124.600000001,3.0,2.9,0.665,12.2,Severe obesity,Africa
Egypt,Developing,2009.0,69.9,174.0,54.0,0.20999999999999996,0.0,97.0,608.0,56.2,64.0,97.0,5.1,97.0,0.10000000000000009,951.3325258000004,28461209.6,3.0,3.0,0.659,12.0,Severe obesity,Africa
Egypt,Developing,2008.0,69.8,172.0,54.0,0.2400000000000002,0.0,97.0,667.9999999999998,55.5,65.0,97.0,4.82,97.0,0.10000000000000009,451.3774326600005,14472286.6,3.1,3.0,0.651,11.9,Severe obesity,Africa
Egypt,Developing,2007.0,69.7,171.0,55.0,0.20999999999999996,0.0,98.0,1684.0,54.8,65.0,98.0,4.95,98.0,0.10000000000000009,489.2632682599997,14465293.799999999,3.1,3.1,0.644,11.7,Severe obesity,Africa
Egypt,Developing,2006.0,69.5,175.0,55.0,0.17999999999999972,0.0,98.0,953.0,54.2,66.0,98.0,5.24,98.0,0.10000000000000009,545.8299956399997,14977115.200000001,3.2,3.1,0.636,11.5,Severe obesity,Africa
Egypt,Developing,2005.0,69.4,174.0,56.0,0.16000000000000014,0.0,98.0,77.0,53.5,68.0,98.0,5.6,98.0,0.10000000000000009,429.15749744000004,1569012.0,3.2,3.2,0.629,11.4,Severe obesity,Africa
Egypt,Developing,2004.0,69.0,176.0,57.0,0.16000000000000014,0.0,97.0,80.0,52.9,70.0,97.0,5.21,97.0,0.10000000000000009,429.15749744000004,1569011.9999999981,3.3,3.2,0.623,11.2,Severe obesity,Africa
Egypt,Developing,2003.0,68.6,178.0,59.0,0.15000000000000036,0.0,98.0,164.0,52.3,72.0,98.0,5.41,98.0,0.10000000000000009,503.80908743999953,2062927.3999999985,3.3,3.3,0.621,11.3,Severe obesity,Africa
Egypt,Developing,2002.0,68.7,177.0,61.0,0.15000000000000036,0.0,97.0,652.9999999999998,51.8,75.0,97.0,5.97,97.0,0.10000000000000009,529.6046597799996,1599941.7999999989,3.4,3.4,0.617,11.2,Severe obesity,Africa
Egypt,Developing,2001.0,68.6,177.0,63.0,0.13999999999999968,0.0,99.0,2150.0,51.2,78.0,99.0,5.75,99.0,0.10000000000000009,529.6046597799996,1599941.7999999989,3.5,3.4,0.612,11.1,Severe obesity,Africa
Egypt,Developing,2000.0,68.8,171.0,65.0,0.13999999999999968,0.0,98.0,2633.0,5.700000000000003,82.0,98.0,5.55,98.0,0.10000000000000009,1092.8974298000003,11534257.399999999,3.6,3.5,0.606,11.0,Underweight,Africa
El Salvador,Developing,2015.0,73.5,178.0,2.0,3.234,0.0,91.0,0.0,56.1,2.0,92.0,6.274,91.0,0.19999999999999996,4127.11775,6312478.0,1.6,1.5,0.678,13.2,Severe obesity,Americas
El Salvador,Developing,2014.0,73.3,181.0,2.0,2.52,665.7260253,93.0,0.0,55.4,2.0,93.0,6.77,94.0,0.19999999999999996,3988.771871,6281189.0,1.6,1.6,0.676,13.2,Severe obesity,Americas
El Salvador,Developing,2013.0,73.0,184.0,2.0,2.42,653.6925016,92.0,0.0,54.7,2.0,92.0,6.95,92.0,0.19999999999999996,3895.664491,625777.0,1.6,1.6,0.675,13.2,Severe obesity,Americas
El Salvador,Developing,2012.0,73.0,181.0,2.0,2.48,591.7757569,92.0,0.0,54.1,2.0,93.0,6.7,92.0,0.2999999999999998,3827.786267,6221246.0,1.6,1.6,0.67,13.2,Severe obesity,Americas
El Salvador,Developing,2011.0,72.0,197.0,2.0,2.37,549.2783081,89.0,0.0,53.4,2.0,9.0,6.81,89.0,0.2999999999999998,3736.58713,619256.0,1.7000000000000002,1.6,0.666,13.0,Severe obesity,Americas
El Salvador,Developing,2010.0,72.0,191.0,2.0,2.36,469.3904193,89.0,0.0,52.8,2.0,89.0,6.91,89.0,0.2999999999999998,3474.392445,6164626.0,1.7000000000000002,1.6,0.662,12.9,Severe obesity,Americas
El Salvador,Developing,2009.0,71.4,23.0,2.0,2.55,416.4338399,91.0,0.0,52.1,2.0,91.0,6.83,91.0,0.2999999999999998,3366.4821329999995,6137276.0,1.7000000000000002,1.6,0.662,12.8,Severe obesity,Americas
El Salvador,Developing,2008.0,71.7,194.0,2.0,2.68,53.95949876999998,98.0,0.0,51.4,3.0,98.0,6.21,98.0,0.2999999999999998,357.34767399999964,61131.0,1.7999999999999998,1.7000000000000002,0.659,13.4,Severe obesity,Americas
El Salvador,Developing,2007.0,71.2,23.0,2.0,2.83,52.301722150000046,99.0,0.0,5.799999999999997,3.0,99.0,6.32,99.0,0.2999999999999998,334.8381700000009,683475.0,1.7999999999999998,1.7000000000000002,0.657,12.9,Underweight,Americas
El Salvador,Developing,2006.0,75.0,211.0,3.0,2.77,57.74562629000002,96.0,0.0,5.100000000000001,3.0,96.0,6.68,96.0,0.19999999999999996,362.9517679999999,656478.0,1.7999999999999998,1.7000000000000002,0.651,12.9,Underweight,Americas
El Salvador,Developing,2005.0,71.0,213.0,3.0,2.77,440.6027042,89.0,0.0,49.4,3.0,89.0,7.19,89.0,0.19999999999999996,2835.281237,628961.0,1.8999999999999995,1.8000000000000003,0.644,12.7,Severe obesity,Americas
El Salvador,Developing,2004.0,70.0,215.0,3.0,2.9,398.6058322,9.0,0.0,48.6,3.0,9.0,7.3,9.0,0.2999999999999998,2632.7994199999994,6775.0,1.8999999999999995,1.8000000000000003,0.636,12.4,Severe obesity,Americas
El Salvador,Developing,2003.0,69.9,29.0,3.0,3.1,400.1342971,94.0,0.0,47.8,4.0,93.0,7.61,94.0,0.2999999999999998,2519.737387,5971535.0,2.0,1.9,0.628,12.0,Severe obesity,Americas
El Salvador,Developing,2002.0,73.0,24.0,3.0,2.97,29.685293750000028,81.0,0.0,47.0,4.0,81.0,7.9,81.0,0.40000000000000013,248.41250000000127,59433.0,2.0,1.9,0.621,11.8,Severe obesity,Americas
El Salvador,Developing,2001.0,68.9,219.0,4.0,2.88,332.1056586,75.0,2.0,46.2,4.0,94.0,8.2,92.0,0.40000000000000013,2338.772244,595962.0,2.1,2.0,0.615,11.6,Severe obesity,Americas
El Salvador,Developing,2000.0,69.0,218.0,4.0,2.79,353.6690328,99.0,0.0,45.3,5.0,98.0,8.17,99.0,0.40000000000000013,2238.4115999999995,5867626.0,2.1,2.0,0.607,11.3,Severe obesity,Americas
Equatorial Guinea,Developing,2015.0,58.2,32.0,3.0,0.10199999999999942,0.0,16.0,1250.0,24.5,4.0,17.0,3.7920000000000003,16.0,4.2,1347.31257,1175389.0,8.4,8.3,0.582,9.2,Healthy range,Africa
Equatorial Guinea,Developing,2014.0,57.9,32.0,3.0,0.009999999999999787,13.404774169999996,2.0,13.0,24.0,4.0,24.0,3.8,2.0,4.4,192.5973299999987,1129424.0,8.5,8.4,0.582,9.2,Healthy range,Africa
Equatorial Guinea,Developing,2013.0,57.4,327.0,3.0,10.72,156.39076850000004,10.000000000000014,321.0,23.5,4.0,3.0,3.73,3.0,5.7,2246.9938,183746.0,8.6,8.6,0.586,9.2,Healthy range,Africa
Equatorial Guinea,Developing,2012.0,56.7,337.0,3.0,11.89,1500.412635,25.999999999999993,1190.0,23.0,4.0,3.0,4.0,24.0,8.2,21557.6528,138593.0,8.7,8.7,0.583,9.2,Healthy range,Africa
Equatorial Guinea,Developing,2011.0,56.2,344.0,3.0,10.99,1493.051277,53.2,0.0,22.6,4.0,39.0,3.29,41.0,7.7,21451.88617,99429.0,8.9,8.8,0.58,9.2,Healthy range,Africa
Equatorial Guinea,Developing,2010.0,56.1,339.0,3.0,9.93,1192.696619,62.4,0.0,22.1,4.0,59.0,3.84,44.0,7.199999999999999,17136.44568,95114.0,9.0,9.0,0.589,9.2,Healthy range,Africa
Equatorial Guinea,Developing,2009.0,55.7,34.0,3.0,7.97,115.06924149999998,65.4,78.0,21.7,4.0,57.0,5.32,43.0,7.3,1653.2937000000002,99111.0,9.2,9.2,0.59,9.1,Healthy range,Africa
Equatorial Guinea,Developing,2008.0,55.4,338.0,3.0,8.34,1705.678619,65.2,436.0,21.3,4.0,55.0,2.31,42.0,6.3,22742.38159,868418.0,9.3,9.3,0.592,9.1,Healthy range,Africa
Equatorial Guinea,Developing,2007.0,55.0,339.0,3.0,6.86,1024.519543,63.8,5.0,2.8999999999999986,4.0,54.0,2.25,41.0,5.9,15761.83913,829327.0,9.5,9.5,0.587,9.0,Underweight,Africa
Equatorial Guinea,Developing,2006.0,54.8,337.0,3.0,7.28,827.5979335,16.999999999999993,0.0,2.5,4.0,52.0,2.13,4.0,5.299999999999999,12732.2759,792217.0,9.7,9.6,0.569,9.0,Underweight,Africa
Equatorial Guinea,Developing,2005.0,54.4,337.0,3.0,7.19,12.06616710000003,35.2,0.0,2.200000000000003,4.0,5.0,1.63,39.0,4.9,185.6333399999994,757317.0,9.8,9.8,0.563,8.7,Underweight,Africa
Equatorial Guinea,Developing,2004.0,54.1,336.0,3.0,6.28,44.547683050000046,43.0,38.0,19.8,4.0,48.0,2.4,38.0,4.4,685.34897,724817.0,1.0,1.0,0.553,8.5,Healthy range,Africa
Equatorial Guinea,Developing,2003.0,53.8,334.0,3.0,7.13,309.7834587,41.6,18.0,19.5,4.0,46.0,2.23,37.0,3.6,3577.176197,694611.0,1.2000000000000002,1.1,0.554,8.4,Healthy range,Africa
Equatorial Guinea,Developing,2002.0,53.5,334.0,3.0,6.01,234.78742069999998,43.0,24.0,19.1,4.0,44.0,2.5,36.0,2.9,2711.1711400000004,66647.0,1.4,1.2999999999999998,0.542,8.2,Healthy range,Africa
Equatorial Guinea,Developing,2001.0,53.1,334.0,3.0,5.07,197.78395520000004,43.0,1339.0,18.7,4.0,43.0,1.7800000000000002,35.0,2.3,2283.87939,639762.0,1.6,1.4,0.527,8.0,Healthy range,Africa
Equatorial Guinea,Developing,2000.0,52.7,336.0,3.0,4.46,14.95451320999996,64.8,0.0,18.3,4.0,41.0,2.7299999999999995,34.00000000000001,1.9,172.68490999999995,614323.0,1.7000000000000002,1.6,0.0,0.0,Underweight,Africa
Eritrea,Developing,2015.0,64.7,255.0,5.0,0.13199999999999967,0.0,95.0,198.0,18.6,7.0,95.0,3.5959999999999996,95.0,0.40000000000000013,1460.8745768599993,19297212.0,8.4,8.2,0.418,5.000000000000001,Healthy range,Africa
Eritrea,Developing,2014.0,64.4,261.0,5.0,0.009999999999999787,0.0,94.0,127.0,18.0,8.0,94.0,3.34,94.0,0.40000000000000013,708.4773392399993,5312439.8,8.5,8.3,0.416,5.000000000000001,Underweight,Africa
Eritrea,Developing,2013.0,64.0,266.0,6.0,0.009999999999999787,0.0,94.0,45.0,17.5,8.0,94.0,3.1,94.0,0.5,708.4773392399993,5312439.8,8.6,8.4,0.41400000000000003,5.000000000000001,Underweight,Africa
Eritrea,Developing,2012.0,63.6,274.0,6.0,0.009999999999999787,0.0,94.0,194.0,17.0,8.0,94.0,2.98,94.0,0.5999999999999999,269.16629375999946,5370149.6,8.7,8.6,0.41,5.000000000000001,Underweight,Africa
